user	clicked_news	candidate_news	clicked
1206	N46356 N2483 N12244 N33260 N51788 N63422 N14010 N46920 N60637 N33422	N44482 N8 N17 N33 N43	1 0 0 0 0
4	N6128 N31600 N23903 N65378 N53546 N48952 N43002 N70398	N13043 N8 N17 N33 N43	1 0 0 0 0
1206	N46356 N2483 N12244 N33260 N51788 N63422 N14010 N46920 N60637 N33422	N70573 N102 N235 N584 N935	1 0 0 0 0
4	N6128 N31600 N23903 N65378 N53546 N48952 N43002 N70398	N49696 N62 N150 N169 N216	1 0 0 0 0
1318	N65958 N50320 N39617 N29470 N27786	N62640 N8 N17 N33 N43	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N48483 N8 N17 N33 N43	1 0 0 0 0
1273	N2483 N6739 N6128 N48172 N48952 N72657 N22793 N43364 N11191 N27179 N43002 N50417 N63235 N25498 N42119 N23698 N73634 N44482 N40784	N59971 N773 N1298 N2857 N3158	1 0 0 0 0
1527	N1766 N1766 N51788 N2483 N50320 N65922 N53937 N14010 N60637 N53937 N30966 N42124 N73634 N20015 N23698 N65126	N62528 N8 N17 N33 N43	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N36044 N8 N17 N33 N43	1 0 0 0 0
666	N45374 N7047 N7047 N7047 N7047 N45374 N33260 N33260 N64010 N2483 N39617 N39617 N73625 N14219 N50897 N14010 N53937 N93 N53546 N22793 N72657 N19019 N50417 N40784	N62528 N8 N17 N33 N43	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N62528 N8 N17 N33 N43	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N13043 N8 N17 N33 N43	1 0 0 0 0
666	N45374 N7047 N7047 N7047 N7047 N45374 N33260 N33260 N64010 N2483 N39617 N39617 N73625 N14219 N50897 N14010 N53937 N93 N53546 N22793 N72657 N19019 N50417 N40784	N49696 N62 N150 N169 N216	1 0 0 0 0
327	N42119 N43364	N34922 N243 N302 N1268 N2336	1 0 0 0 0
1273	N2483 N6739 N6128 N48172 N48952 N72657 N22793 N43364 N11191 N27179 N43002 N50417 N63235 N25498 N42119 N23698 N73634 N44482 N40784	N12270 N973 N1014 N1148 N1348	1 0 0 0 0
327	N42119 N43364	N69312 N2135 N3195 N6275 N6566	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N44482 N8 N17 N33 N43	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N33422 N8 N17 N33 N43	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N44482 N8 N17 N33 N43	1 0 0 0 0
1268	N7495 N33260 N7495 N31242 N30558 N60637 N7947 N39617 N14219 N14219 N63422 N57912 N11191 N72657	N70398 N8 N17 N33 N43	1 0 0 0 0
666	N45374 N7047 N7047 N7047 N7047 N45374 N33260 N33260 N64010 N2483 N39617 N39617 N73625 N14219 N50897 N14010 N53937 N93 N53546 N22793 N72657 N19019 N50417 N40784	N48483 N8 N17 N33 N43	1 0 0 0 0
802	N46356 N17032 N2483 N16576 N16576 N60637 N23903 N31600 N14219 N65922 N73625 N19507 N11191 N22793 N43002 N70517 N42119 N8087 N1832 N50417 N48933 N43002 N46844 N20015	N62528 N8 N17 N33 N43	1 0 0 0 0
802	N46356 N17032 N2483 N16576 N16576 N60637 N23903 N31600 N14219 N65922 N73625 N19507 N11191 N22793 N43002 N70517 N42119 N8087 N1832 N50417 N48933 N43002 N46844 N20015	N36044 N8 N17 N33 N43	1 0 0 0 0
1388	N33260 N33260 N60637 N45370	N45370 N973 N1014 N1148 N1348	1 0 0 0 0
802	N46356 N17032 N2483 N16576 N16576 N60637 N23903 N31600 N14219 N65922 N73625 N19507 N11191 N22793 N43002 N70517 N42119 N8087 N1832 N50417 N48933 N43002 N46844 N20015	N49696 N62 N150 N169 N216	1 0 0 0 0
1272	N46356 N50022 N51788 N48414 N33260 N60637 N27786 N43364 N93 N27786 N73672 N14355 N27179 N50417 N68995 N8521 N8521 N50260	N36044 N8 N17 N33 N43	1 0 0 0 0
802	N46356 N17032 N2483 N16576 N16576 N60637 N23903 N31600 N14219 N65922 N73625 N19507 N11191 N22793 N43002 N70517 N42119 N8087 N1832 N50417 N48933 N43002 N46844 N20015	N13043 N8 N17 N33 N43	1 0 0 0 0
802	N46356 N17032 N2483 N16576 N16576 N60637 N23903 N31600 N14219 N65922 N73625 N19507 N11191 N22793 N43002 N70517 N42119 N8087 N1832 N50417 N48933 N43002 N46844 N20015	N26026 N62 N150 N169 N216	1 0 0 0 0
802	N46356 N17032 N2483 N16576 N16576 N60637 N23903 N31600 N14219 N65922 N73625 N19507 N11191 N22793 N43002 N70517 N42119 N8087 N1832 N50417 N48933 N43002 N46844 N20015	N65126 N1060 N2263 N2458 N2549	1 0 0 0 0
802	N46356 N17032 N2483 N16576 N16576 N60637 N23903 N31600 N14219 N65922 N73625 N19507 N11191 N22793 N43002 N70517 N42119 N8087 N1832 N50417 N48933 N43002 N46844 N20015	N44418 N973 N1014 N1148 N1348	1 0 0 0 0
1858	N7495 N36114 N1021 N36114 N50724 N33260 N59009 N73001 N52965 N40213 N12244 N2483 N18118 N33102 N40949 N34805 N54709 N55290 N6739 N74730 N57117 N74730 N61561 N6128 N50797 N65922 N48172 N23903 N60637 N39617 N65378 N43736 N46013 N65378 N93 N93 N34764 N50897 N72657 N22793 N43364 N47533 N63422 N43002 N45498 N30966 N68995 N50417 N25498 N25498 N45995 N43002 N70398 N22022 N23698 N6205 N36114 N50724 N36114 N73634 N40784 N1014 N40784 N20015 N20015 N48483 N50260 N46844 N73634 N53131 N1014 N49696	N36044 N8 N17 N33 N43	1 0 0 0 0
1905	N14010 N65378 N11191 N51552 N93 N22793 N57912 N50417 N45498 N44482 N70398 N57859 N33422 N149	N62528 N8 N17 N33 N43	1 0 0 0 0
1320	N1766 N51788 N8594 N39617 N60637 N14010 N93 N65922 N8521 N72657 N50417 N23698 N11191 N29470 N1014	N70398 N8 N17 N33 N43	1 0 0 0 0
1905	N14010 N65378 N11191 N51552 N93 N22793 N57912 N50417 N45498 N44482 N70398 N57859 N33422 N149	N34922 N243 N302 N1268 N2336	1 0 0 0 0
1320	N1766 N51788 N8594 N39617 N60637 N14010 N93 N65922 N8521 N72657 N50417 N23698 N11191 N29470 N1014	N57859 N8 N17 N33 N43	1 0 0 0 0
169	N50022 N50022 N46356 N23580 N50022 N51788 N13807 N2483 N33260 N2483 N59009 N2483 N7495 N17032 N7495 N30024 N59009 N34805 N74730 N52965 N74730 N60637 N19507 N19507 N31776 N48172 N31776 N31776 N39617 N65378 N39617 N14010 N93 N93 N39617 N93 N12676 N11191 N22793 N43364 N27179 N72657 N72657 N39617 N57912 N14355 N43834 N43834 N68995 N50417 N70398 N54008 N46844 N44482 N46844 N50260 N48483 N57859 N33422 N42124 N34922 N62528 N46844	N13043 N8 N17 N33 N43	1 0 0 0 0
1877	N50320 N67025 N67025 N67025 N67025 N14010 N70398 N73634 N20015	N20015 N973 N1014 N1148 N1348	1 0 0 0 0
169	N50022 N50022 N46356 N23580 N50022 N51788 N13807 N2483 N33260 N2483 N59009 N2483 N7495 N17032 N7495 N30024 N59009 N34805 N74730 N52965 N74730 N60637 N19507 N19507 N31776 N48172 N31776 N31776 N39617 N65378 N39617 N14010 N93 N93 N39617 N93 N12676 N11191 N22793 N43364 N27179 N72657 N72657 N39617 N57912 N14355 N43834 N43834 N68995 N50417 N70398 N54008 N46844 N44482 N46844 N50260 N48483 N57859 N33422 N42124 N34922 N62528 N46844	N73634 N8 N17 N33 N43	1 0 0 0 0
1905	N14010 N65378 N11191 N51552 N93 N22793 N57912 N50417 N45498 N44482 N70398 N57859 N33422 N149	N33422 N8 N17 N33 N43	1 0 0 0 0
1877	N50320 N67025 N67025 N67025 N67025 N14010 N70398 N73634 N20015	N60437 N8 N17 N33 N43	1 0 0 0 0
924	N51788 N93 N14010 N30966 N46920 N149 N70398 N70398 N50260 N48483	N62528 N8 N17 N33 N43	1 0 0 0 0
1946	N11090 N11090 N11090 N30558 N1766 N33260 N2483 N60637 N23903 N31600 N14010 N45031 N51623 N2263 N51623 N70382 N45498 N63422 N68995 N14355 N30966	N62528 N8 N17 N33 N43	1 0 0 0 0
1946	N11090 N11090 N11090 N30558 N1766 N33260 N2483 N60637 N23903 N31600 N14010 N45031 N51623 N2263 N51623 N70382 N45498 N63422 N68995 N14355 N30966	N36044 N8 N17 N33 N43	1 0 0 0 0
1649	N2390 N2390 N1766 N40213 N973 N25542 N8231 N25542 N63459 N39617 N9305 N21889 N35303 N71751 N61133 N34518 N34518 N44483 N8510 N44483 N65378 N65378 N39617 N65378 N65378 N60637 N23903 N46013 N23903 N60637 N50897 N7840 N7840 N50897 N6128 N43101 N6128 N43736 N93 N22185 N52477 N65378 N68426 N68426 N14010 N93 N22793 N67040 N43002 N63422 N29274 N63422 N42119 N63422 N43002 N55836 N44742 N55836 N43834 N55836 N55836 N55836 N30966 N45498 N39700 N45498 N45995 N45498 N51552 N56863 N62402 N10394 N10394 N62402 N19661 N23698 N23698 N29470 N34032 N34032 N23698 N26141 N70398 N62528 N33422 N33422 N49696 N31503 N46367 N23388 N73001 N23388 N1766 N20015 N65922 N20015 N36044 N36044 N62640 N36044	N31322 N1014 N1148 N1348 N1388	1 0 0 0 0
1649	N2390 N2390 N1766 N40213 N973 N25542 N8231 N25542 N63459 N39617 N9305 N21889 N35303 N71751 N61133 N34518 N34518 N44483 N8510 N44483 N65378 N65378 N39617 N65378 N65378 N60637 N23903 N46013 N23903 N60637 N50897 N7840 N7840 N50897 N6128 N43101 N6128 N43736 N93 N22185 N52477 N65378 N68426 N68426 N14010 N93 N22793 N67040 N43002 N63422 N29274 N63422 N42119 N63422 N43002 N55836 N44742 N55836 N43834 N55836 N55836 N55836 N30966 N45498 N39700 N45498 N45995 N45498 N51552 N56863 N62402 N10394 N10394 N62402 N19661 N23698 N23698 N29470 N34032 N34032 N23698 N26141 N70398 N62528 N33422 N33422 N49696 N31503 N46367 N23388 N73001 N23388 N1766 N20015 N65922 N20015 N36044 N36044 N62640 N36044	N20225 N62 N150 N169 N216	1 0 0 0 0
1649	N2390 N2390 N1766 N40213 N973 N25542 N8231 N25542 N63459 N39617 N9305 N21889 N35303 N71751 N61133 N34518 N34518 N44483 N8510 N44483 N65378 N65378 N39617 N65378 N65378 N60637 N23903 N46013 N23903 N60637 N50897 N7840 N7840 N50897 N6128 N43101 N6128 N43736 N93 N22185 N52477 N65378 N68426 N68426 N14010 N93 N22793 N67040 N43002 N63422 N29274 N63422 N42119 N63422 N43002 N55836 N44742 N55836 N43834 N55836 N55836 N55836 N30966 N45498 N39700 N45498 N45995 N45498 N51552 N56863 N62402 N10394 N10394 N62402 N19661 N23698 N23698 N29470 N34032 N34032 N23698 N26141 N70398 N62528 N33422 N33422 N49696 N31503 N46367 N23388 N73001 N23388 N1766 N20015 N65922 N20015 N36044 N36044 N62640 N36044	N21949 N102 N235 N584 N935	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N36044 N8 N17 N33 N43	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N62528 N8 N17 N33 N43	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N49696 N62 N150 N169 N216	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N48483 N8 N17 N33 N43	1 0 0 0 0
1045	N48414 N15058 N2483 N7495 N74730 N93 N14010 N30555 N39617 N22793 N63422 N45498 N50417 N73634 N70398 N31322 N44418	N62528 N8 N17 N33 N43	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N34922 N243 N302 N1268 N2336	1 0 0 0 0
1045	N48414 N15058 N2483 N7495 N74730 N93 N14010 N30555 N39617 N22793 N63422 N45498 N50417 N73634 N70398 N31322 N44418	N36044 N8 N17 N33 N43	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N59971 N773 N1298 N2857 N3158	1 0 0 0 0
883	N16576 N68426 N14010 N51623 N29470 N31600 N72657 N73634 N73634 N62528 N59971 N45498 N45498	N72718 N64 N1276 N1292 N2036	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N34922 N243 N302 N1268 N2336	1 0 0 0 0
961	N18933 N50417	N73634 N8 N17 N33 N43	1 0 0 0 0
961	N18933 N50417	N49696 N62 N150 N169 N216	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N73634 N8 N17 N33 N43	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N46844 N8 N17 N33 N43	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N44418 N973 N1014 N1148 N1348	1 0 0 0 0
1649	N2390 N2390 N1766 N40213 N973 N25542 N8231 N25542 N63459 N39617 N9305 N21889 N35303 N71751 N61133 N34518 N34518 N44483 N8510 N44483 N65378 N65378 N39617 N65378 N65378 N60637 N23903 N46013 N23903 N60637 N50897 N7840 N7840 N50897 N6128 N43101 N6128 N43736 N93 N22185 N52477 N65378 N68426 N68426 N14010 N93 N22793 N67040 N43002 N63422 N29274 N63422 N42119 N63422 N43002 N55836 N44742 N55836 N43834 N55836 N55836 N55836 N30966 N45498 N39700 N45498 N45995 N45498 N51552 N56863 N62402 N10394 N10394 N62402 N19661 N23698 N23698 N29470 N34032 N34032 N23698 N26141 N70398 N62528 N33422 N33422 N49696 N31503 N46367 N23388 N73001 N23388 N1766 N20015 N65922 N20015 N36044 N36044 N62640 N36044	N47533 N62 N150 N169 N216	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N53131 N62 N150 N169 N216	1 0 0 0 0
704	N60637 N65922 N31776 N29470 N27179 N51552 N27179 N11191 N45498 N70398 N73634	N62528 N8 N17 N33 N43	1 0 0 0 0
704	N60637 N65922 N31776 N29470 N27179 N51552 N27179 N11191 N45498 N70398 N73634	N36044 N8 N17 N33 N43	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N23388 N973 N1014 N1148 N1348	1 0 0 0 0
704	N60637 N65922 N31776 N29470 N27179 N51552 N27179 N11191 N45498 N70398 N73634	N13043 N8 N17 N33 N43	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N73001 N973 N1014 N1148 N1348	1 0 0 0 0
1320	N1766 N51788 N8594 N39617 N60637 N14010 N93 N65922 N8521 N72657 N50417 N23698 N11191 N29470 N1014	N62528 N8 N17 N33 N43	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N23388 N973 N1014 N1148 N1348	1 0 0 0 0
856	N18217 N60637 N70398 N33422 N68995 N14325 N10190 N14325	N44418 N973 N1014 N1148 N1348	1 0 0 0 0
970	N46356 N30558 N51788 N1766 N10190 N33694 N33260 N73001 N2483 N18217 N54709 N74730 N60637 N65922 N14010 N39617 N23903 N53937 N29470 N12676 N11191 N43364 N57912 N27179 N14355 N29274 N45498 N149 N72657 N2898 N44482 N57859 N62640 N48483 N70398	N36044 N8 N17 N33 N43	1 0 0 0 0
1320	N1766 N51788 N8594 N39617 N60637 N14010 N93 N65922 N8521 N72657 N50417 N23698 N11191 N29470 N1014	N59971 N773 N1298 N2857 N3158	1 0 0 0 0
1320	N1766 N51788 N8594 N39617 N60637 N14010 N93 N65922 N8521 N72657 N50417 N23698 N11191 N29470 N1014	N48483 N8 N17 N33 N43	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N68785 N62 N150 N169 N216	1 0 0 0 0
970	N46356 N30558 N51788 N1766 N10190 N33694 N33260 N73001 N2483 N18217 N54709 N74730 N60637 N65922 N14010 N39617 N23903 N53937 N29470 N12676 N11191 N43364 N57912 N27179 N14355 N29274 N45498 N149 N72657 N2898 N44482 N57859 N62640 N48483 N70398	N13043 N8 N17 N33 N43	1 0 0 0 0
970	N46356 N30558 N51788 N1766 N10190 N33694 N33260 N73001 N2483 N18217 N54709 N74730 N60637 N65922 N14010 N39617 N23903 N53937 N29470 N12676 N11191 N43364 N57912 N27179 N14355 N29274 N45498 N149 N72657 N2898 N44482 N57859 N62640 N48483 N70398	N62528 N8 N17 N33 N43	1 0 0 0 0
1320	N1766 N51788 N8594 N39617 N60637 N14010 N93 N65922 N8521 N72657 N50417 N23698 N11191 N29470 N1014	N34922 N243 N302 N1268 N2336	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N31503 N973 N1014 N1148 N1348	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N44482 N8 N17 N33 N43	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N44482 N8 N17 N33 N43	1 0 0 0 0
1977	N46356 N51788 N46094 N45031 N51623 N39617 N11469 N45498 N50417 N29470 N70398 N70398 N73634	N4648 N1060 N2263 N2458 N2549	1 0 0 0 0
1977	N46356 N51788 N46094 N45031 N51623 N39617 N11469 N45498 N50417 N29470 N70398 N70398 N73634	N20397 N1060 N2263 N2458 N2549	1 0 0 0 0
1380	N23580 N51788 N48414 N33260 N59009 N60637 N53937 N29470 N11191 N27179 N22793 N43364 N14355 N29274	N62528 N8 N17 N33 N43	1 0 0 0 0
398	N51788 N50022 N46356 N2390 N33694 N46622 N59009 N2483 N67025 N12244 N12244 N39617 N23698 N45498 N30966 N22793	N62528 N8 N17 N33 N43	1 0 0 0 0
398	N51788 N50022 N46356 N2390 N33694 N46622 N59009 N2483 N67025 N12244 N12244 N39617 N23698 N45498 N30966 N22793	N70398 N8 N17 N33 N43	1 0 0 0 0
828	N33694 N18217 N2483 N2483 N93 N60637 N14010 N39617 N6128 N69593 N72657 N22793 N53546 N43002 N42119 N14355 N45498 N73634 N44482 N62640	N49696 N62 N150 N169 N216	1 0 0 0 0
398	N51788 N50022 N46356 N2390 N33694 N46622 N59009 N2483 N67025 N12244 N12244 N39617 N23698 N45498 N30966 N22793	N62528 N8 N17 N33 N43	1 0 0 0 0
398	N51788 N50022 N46356 N2390 N33694 N46622 N59009 N2483 N67025 N12244 N12244 N39617 N23698 N45498 N30966 N22793	N36044 N8 N17 N33 N43	1 0 0 0 0
837	N74730 N73001 N59009 N73001 N46490 N19391 N93 N22185 N93 N14010 N39617 N60637 N880 N47424 N48172 N69593 N51552 N72657 N54008 N6205 N57859 N70398	N72718 N64 N1276 N1292 N2036	1 0 0 0 0
768	N67025 N60637 N23903 N65922 N45031 N880 N23698 N73634	N36044 N8 N17 N33 N43	1 0 0 0 0
768	N67025 N60637 N23903 N65922 N45031 N880 N23698 N73634	N62528 N8 N17 N33 N43	1 0 0 0 0
1346	N51788 N14010 N11191 N43364 N72657 N50417 N70398	N62528 N8 N17 N33 N43	1 0 0 0 0
398	N51788 N50022 N46356 N2390 N33694 N46622 N59009 N2483 N67025 N12244 N12244 N39617 N23698 N45498 N30966 N22793	N65126 N1060 N2263 N2458 N2549	1 0 0 0 0
1346	N51788 N14010 N11191 N43364 N72657 N50417 N70398	N34922 N243 N302 N1268 N2336	1 0 0 0 0
1346	N51788 N14010 N11191 N43364 N72657 N50417 N70398	N50260 N8 N17 N33 N43	1 0 0 0 0
1346	N51788 N14010 N11191 N43364 N72657 N50417 N70398	N46844 N8 N17 N33 N43	1 0 0 0 0
1571	N51788 N50022 N8594 N10190 N30558 N1766 N6128 N72657 N43002 N33422 N42119 N29470 N23698 N70398 N59892 N73634 N45370 N57859 N44482 N40784	N49696 N62 N150 N169 N216	1 0 0 0 0
768	N67025 N60637 N23903 N65922 N45031 N880 N23698 N73634	N13043 N8 N17 N33 N43	1 0 0 0 0
1850	N30558 N50320 N6128 N48172 N65922 N39617 N60637 N93 N50897 N43002 N45498 N31503 N20015	N20225 N62 N150 N169 N216	1 0 0 0 0
1571	N51788 N50022 N8594 N10190 N30558 N1766 N6128 N72657 N43002 N33422 N42119 N29470 N23698 N70398 N59892 N73634 N45370 N57859 N44482 N40784	N13043 N8 N17 N33 N43	1 0 0 0 0
1571	N51788 N50022 N8594 N10190 N30558 N1766 N6128 N72657 N43002 N33422 N42119 N29470 N23698 N70398 N59892 N73634 N45370 N57859 N44482 N40784	N72718 N64 N1276 N1292 N2036	1 0 0 0 0
1760	N51788 N14294 N14294 N7819 N59509 N65849 N70930 N54709 N13807 N65378 N50897 N21949 N19507 N14010 N93 N93 N27179 N63422 N50417 N6205 N7545 N70398 N26026 N62528	N36044 N8 N17 N33 N43	1 0 0 0 0
1850	N30558 N50320 N6128 N48172 N65922 N39617 N60637 N93 N50897 N43002 N45498 N31503 N20015	N49696 N62 N150 N169 N216	1 0 0 0 0
398	N51788 N50022 N46356 N2390 N33694 N46622 N59009 N2483 N67025 N12244 N12244 N39617 N23698 N45498 N30966 N22793	N73634 N8 N17 N33 N43	1 0 0 0 0
398	N51788 N50022 N46356 N2390 N33694 N46622 N59009 N2483 N67025 N12244 N12244 N39617 N23698 N45498 N30966 N22793	N40784 N2135 N3195 N6275 N6566	1 0 0 0 0
1760	N51788 N14294 N14294 N7819 N59509 N65849 N70930 N54709 N13807 N65378 N50897 N21949 N19507 N14010 N93 N93 N27179 N63422 N50417 N6205 N7545 N70398 N26026 N62528	N20225 N62 N150 N169 N216	1 0 0 0 0
940	N59009 N52965 N2483 N93 N93 N22185 N93 N22185 N57051 N22185 N68463 N93 N53546 N43002 N30966 N69593 N11282 N54188 N50417 N17727 N57859 N9233 N57859	N49696 N62 N150 N169 N216	1 0 0 0 0
1653	N2483 N52965 N60637 N23903 N74730 N31776 N72657 N43364 N43364 N11191 N43364 N45498 N50417 N22793 N50417 N12270	N46844 N8 N17 N33 N43	1 0 0 0 0
341	N48172 N48172 N6128 N6128 N6128 N61561 N48172 N60637 N31600 N39617 N67286 N19507 N72657 N27179 N11191 N43364 N30966 N44482 N50417 N22793 N73634 N57912 N73634 N73634	N62528 N8 N17 N33 N43	1 0 0 0 0
341	N48172 N48172 N6128 N6128 N6128 N61561 N48172 N60637 N31600 N39617 N67286 N19507 N72657 N27179 N11191 N43364 N30966 N44482 N50417 N22793 N73634 N57912 N73634 N73634	N36044 N8 N17 N33 N43	1 0 0 0 0
1285	N23580 N13807 N46622 N73001 N52965 N33260 N60637 N65922 N65922 N14010 N51623 N22793 N27179 N30966 N50830 N20015	N62528 N8 N17 N33 N43	1 0 0 0 0
1285	N23580 N13807 N46622 N73001 N52965 N33260 N60637 N65922 N65922 N14010 N51623 N22793 N27179 N30966 N50830 N20015	N13043 N8 N17 N33 N43	1 0 0 0 0
1285	N23580 N13807 N46622 N73001 N52965 N33260 N60637 N65922 N65922 N14010 N51623 N22793 N27179 N30966 N50830 N20015	N59971 N773 N1298 N2857 N3158	1 0 0 0 0
1322	N51788 N13807 N36114 N64010 N30024 N2483 N46094 N6128 N48172 N70382 N1568 N31776 N39617 N65378 N60637 N56431 N93 N39617 N53546 N14010 N13332 N72657 N47518 N22793 N43364 N11191 N53546 N47533 N51552 N57912 N43002 N50417 N45995 N45498 N27179 N23698 N73634 N70398 N57859 N33422 N149 N48483 N50260 N73634 N44418 N53131	N20225 N62 N150 N169 N216	1 0 0 0 0
620	N46356 N23580 N30558 N13807 N70930 N33260 N59009 N73001 N17032 N54709 N2483 N18217 N60637 N65378 N31600 N39617 N14219 N19507 N43999 N14010 N14010 N45031 N51552 N27179 N57912 N70398 N33422 N149 N17727 N73634 N57859 N12270 N1014 N46367 N50260	N36044 N8 N17 N33 N43	1 0 0 0 0
1322	N51788 N13807 N36114 N64010 N30024 N2483 N46094 N6128 N48172 N70382 N1568 N31776 N39617 N65378 N60637 N56431 N93 N39617 N53546 N14010 N13332 N72657 N47518 N22793 N43364 N11191 N53546 N47533 N51552 N57912 N43002 N50417 N45995 N45498 N27179 N23698 N73634 N70398 N57859 N33422 N149 N48483 N50260 N73634 N44418 N53131	N62528 N8 N17 N33 N43	1 0 0 0 0
1322	N51788 N13807 N36114 N64010 N30024 N2483 N46094 N6128 N48172 N70382 N1568 N31776 N39617 N65378 N60637 N56431 N93 N39617 N53546 N14010 N13332 N72657 N47518 N22793 N43364 N11191 N53546 N47533 N51552 N57912 N43002 N50417 N45995 N45498 N27179 N23698 N73634 N70398 N57859 N33422 N149 N48483 N50260 N73634 N44418 N53131	N13043 N8 N17 N33 N43	1 0 0 0 0
1322	N51788 N13807 N36114 N64010 N30024 N2483 N46094 N6128 N48172 N70382 N1568 N31776 N39617 N65378 N60637 N56431 N93 N39617 N53546 N14010 N13332 N72657 N47518 N22793 N43364 N11191 N53546 N47533 N51552 N57912 N43002 N50417 N45995 N45498 N27179 N23698 N73634 N70398 N57859 N33422 N149 N48483 N50260 N73634 N44418 N53131	N49696 N62 N150 N169 N216	1 0 0 0 0
175	N46356 N48414 N8594 N33260 N31600 N38118 N31600 N60637 N60637 N43736 N56147 N14010 N6128 N48172 N48952 N43364 N47518 N27179 N14355 N45498 N30966 N30966 N30966 N73634 N21298	N73634 N8 N17 N33 N43	1 0 0 0 0
1322	N51788 N13807 N36114 N64010 N30024 N2483 N46094 N6128 N48172 N70382 N1568 N31776 N39617 N65378 N60637 N56431 N93 N39617 N53546 N14010 N13332 N72657 N47518 N22793 N43364 N11191 N53546 N47533 N51552 N57912 N43002 N50417 N45995 N45498 N27179 N23698 N73634 N70398 N57859 N33422 N149 N48483 N50260 N73634 N44418 N53131	N34922 N243 N302 N1268 N2336	1 0 0 0 0
636	N2390 N65958 N51788 N50797 N33260 N34491 N34805 N34805 N33694 N2483 N46094 N40213 N17032 N6128 N39191 N50897 N31600 N39617 N60637 N48172 N93 N43002 N50417 N42124 N51054 N53546 N53546 N23698 N49696 N34922 N34922 N46844 N53131 N68785 N72718 N68785	N36044 N8 N17 N33 N43	1 0 0 0 0
